Name,Score,User Score,Genre Keywords,Rating,Publisher
Beaterator,80,7.8," Miscellaneous Music Maker Music Maker Application ",E,Rockstar Games
Beetle Adventure Racing,90,7.2," Driving Racing Arcade ",E,EA Sports
Beholder,75,7.8," Strategy General ",T,Warm Lamp Games
Bejeweled 3,78,8.4," Miscellaneous Puzzle Puzzle Matching Matching ",E,PopCap
Bejeweled Twist,78,7.3," Miscellaneous Puzzle Puzzle Puzzle Matching Matching ",E,PopCap
Beyond Atlantis II,75,8," Adventure General General ",T,DreamCatcher Interactive
Beyond Good & Evil,87,8.4," Action Adventure Fantasy ",T,Ubisoft
Beyond Good & Evil HD,83,8.5," Action Adventure Fantasy General Fantasy ",T,Ubisoft
Big Bang Mini,78,8.2," Action Shooter Static Shooter Static Shoot-'Em-Up Top-Down ",E,SouthPeak Games
Bionic Commando Rearmed,86,6.8," Action Platformer 2D Platformer 2D ",M,Capcom
BioShock,96,8.9," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,2K Games
BioShock 2,88,8.2," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,2K Games
BioShock 2 Minervas Den,82,8.8," Action Shooter Shooter First-Person Sci-Fi Sci-Fi Arcade ",M,2K Games
BioShock Infinite,94,8.5," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,2K Games
BioShock Infinite Burial at Sea  Episode One,76,8.1," Action Shooter Shooter First-Person Sci-Fi Sci-Fi Arcade ",M,2K Games
BioShock Infinite Burial at Sea  Episode Two,80,8.5," Shooter Sci-Fi Action Shooter First-Person Sci-Fi Arcade ",M,2K Games
BioShock The Collection,80,6.6," Action Shooter First-Person Arcade ",M,2K Games
Birds of Steel,77,8.5," Simulation Flight WWII WWII Combat ",T,Konami
BitTrip Beat,80,8.4," Action Miscellaneous Rhythm Music Music ",E,Nintendo Aksys Games
BitTrip Complete,84,8.7," Miscellaneous Compilation Compilation ",E,Aksys Games
BitTrip Core,80,8.1," Action Miscellaneous Rhythm Music Music ",E,Nintendo Aksys Games
BitTrip Fate,75,8.1," Action Miscellaneous Rhythm Music Music ",E,Aksys Games
BitTrip Flux,81,7.7," Action Miscellaneous Rhythm Music Music ",E,Aksys Games
BitTrip PresentsRunner2 Future Legend of Rhythm Alien,84,8.1," Action Miscellaneous Rhythm Music Music ",T,Gaijin Games
BitTrip Runner,76,8," Action Miscellaneous Rhythm Music Music ",E,Aksys Games
BitTrip Saga,75,7.8," Miscellaneous Compilation Compilation ",E,Aksys Games
BitTrip Void,79,7.9," Action Miscellaneous Rhythm Music Music ",E,Aksys Games
Black,77,7.9," Action Shooter First-Person Modern ",M,EA Games
Black & White,90,7.7," Strategy Real-Time Fantasy General Fantasy ",T,EA Games
Black & White 2,75,7.3," Strategy Real-Time Fantasy General Fantasy ",T,EA Games
Black Mesa,86,8.9," Action Shooter Shooter First-Person Sci-Fi Sci-Fi Arcade ",NOT PROVIDED,Black Mesa Modification Team
Black Mirror,0,0," Adventure 3D Third-Person ",NOT PROVIDED,NOT PROVIDED
Blacklight Retribution,75,7.6," Action Shooter Shooter First-Person Sci-Fi Sci-Fi Arcade ",NOT PROVIDED,Perfect World Entertainment
Blackwood Crossing,78,7," Adventure General ",NOT PROVIDED,PaperSeven
Blade of Darkness,75,8.6," Role-Playing Action Adventure Fantasy General Fantasy Action RPG ",M,Codemasters
Blast Corps,90,8.6," Action General ",E,Nintendo
Blast Off,84,7.4," Miscellaneous Puzzle Puzzle General Puzzle General ",E,Halfbrick Studios
Blast Works Build Trade Destroy,78,7.7," Action Shooter Scrolling Shooter Scrolling Shoot-'Em-Up Horizontal ",E,Majesco Games Majesco
Blaster Master Zero,78,7.6," Action Platformer 2D ",E,Inti Creates
BlazBlue Calamity Trigger,86,8.5," Action Fighting 2D 2D Fighting ",T,Aksys Games
BlazBlue Calamity Trigger Portable,82,7.8," Action Fighting 2D 2D Fighting ",T,Aksys Games
BlazBlue Central Fiction,84,7.9," Action Fighting 2D ",T,Aksys Games
BlazBlue Chrono Phantasma,83,8.3," Fighting 2D Action Fighting 2D ",T,Aksys Games
BlazBlue Chrono Phantasma Extend,80,7.6," Action Fighting 2D ",T,Aksys Games
BlazBlue Continuum Shift,85,8.7," Action Fighting 2D 2D Fighting ",T,Aksys Games
BlazBlue Continuum Shift Extend,83,7.5," Action Fighting Fighting 2D 2D ",T,Aksys Games
BlazBlue Continuum Shift II,77,6.4," Action Fighting 2D 2D Fighting ",T,Aksys Games
Bleach Dark Souls,82,7.9," Action Fighting 2D 2D Fighting ",T,Sega
Bleach The Blade of Fate,83,7.5," Action Fighting 2D 2D Fighting ",T,Sega
Bleed 2,83,8," Action Platformer 2D ",NOT PROVIDED,BootdiskRevolution
Blitz The League,76,8," Sports Traditional Football Arcade ",M,Midway
Blitzkrieg 2,75,8.1," Strategy Real-Time Historic Historic Tactics ",T,cdv Software
Blitzkrieg Burning Horizon,75,7.7," Strategy Real-Time Historic General Historic Tactics ",T,cdv Software
Blood,82,8.9," Action Shooter First-Person Modern Shooter Modern Arcade ",M,GT Interactive
Blood Bowl 2,76,6.2," Sports General Team Football Arcade ",T,Focus Home Interactive
Blood of the Werewolf,75,6.6," Action Platformer 2D ",T,Midnight City
Blood Omen 2,76,8.9," Action Adventure Horror ",M,Eidos Interactive
Bloodborne,92,8.8," Fantasy Role-Playing Action Adventure General Action RPG ",M,SCEA
Bloodborne The Old Hunters,87,9.1," Role-Playing Action RPG ",M,SCEA
Bloodline Champions,79,8," Action Strategy General Real-Time MOBA MOBA ",NOT PROVIDED,Funcom
BloodRayne,75,8.4," Action Shooter Third-Person Fantasy ",M,Majesco Games
Bloody Roar Primal Fury,75,8.3," Action Fighting 3D ",T,Activision
Blue Dragon,79,7.9," Role-Playing Console-style RPG Console-style RPG Japanese-Style ",T,Microsoft Game Studios
Blur,82,8.3," Driving Racing Arcade Arcade Automobile ",E10+,Activision Activision Blizzard
Boktai 2 Solar Boy Django,78,8," Role-Playing Action RPG ",T,Kojima Productions
Boktai The Sun Is in Your Hand,83,9," Action Adventure Fantasy ",E,Konami
Bomberman,75,7," Action Miscellaneous Puzzle General Action Puzzle Puzzle ",E,Ubisoft
Bomberman Blast,86,7.7," Action General Miscellaneous Action Puzzle Puzzle ",E,Hudson Soft
Bomberman Generation,81,8.3," Adventure Fantasy Third-Person ",E,Majesco Games
Bomberman Land Touch,78,7.6," Action Miscellaneous Puzzle General Action Puzzle Puzzle ",E,Atlus
Bomberman Live,84,8," Action General Miscellaneous Action Puzzle Puzzle ",E,Hudson Entertainment Microsoft
Bomberman Max 2 Blue Advance,75,0," Miscellaneous Puzzle General ",E,Majesco Games
Bomberman Max 2 Red Advance,75,0," Miscellaneous Puzzle General ",E,Majesco Games
Bomberman Online,80,8.3," Strategy Real-Time Fantasy ",E,Sega
Bomberman Ultra,81,7.7," Miscellaneous Puzzle General General Puzzle Puzzle ",E,Hudson Entertainment
Bone The Great Cow Race,76,7.1," Adventure Fantasy Third-Person 3D ",NOT PROVIDED,Telltale Games
Bookworm Adventures Deluxe,82,7.8," Miscellaneous Puzzle Puzzle General Puzzle Logic General ",E10+,PopCap
Bookworm Adventures Volume 2,79,7.6," Miscellaneous Puzzle Logic Puzzle Puzzle Logic ",E10+,PopCap
Boom Blox,85,8.6," Miscellaneous Puzzle General General Puzzle Puzzle ",E,Electronic Arts
Boom Blox Bash Party,86,7.8," Miscellaneous Puzzle General General Puzzle Puzzle ",E,Electronic Arts
Borderlands,81,7.8," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,2K Games
Borderlands 2,89,8.3," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,2K Games
Borderlands 2 Captain Scarlett and Her Pirates Booty,80,7.5," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,2K Games
Borderlands 2 Mr Torgues Campaign of Carnage,82,7.4," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,2K Games
Borderlands 2 Tiny Tinas Assault on Dragon Keep,86,8.4," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,2K Games
Borderlands The Handsome Collection,80,7.7," Miscellaneous Compilation ",M,2K Games
Borderlands The PreSequel,77,6.3," Action Shooter First-Person Sci-Fi Arcade ",M,2K Games
Borderlands The Secret Armory of General Knoxx,86,7.2," Action Shooter Shooter First-Person Sci-Fi Sci-Fi Arcade ",M,2K Games
Borderlands The Zombie Island of Dr Ned,82,7.6," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,2K Games
Botanicula,82,8.3," Adventure General Third-Person General Point-and-Click Fantasy ",NOT PROVIDED,Amanita Design
BoxBoxBoy,80,7.6," Puzzle Action ",E,Nintendo
BOXBOY,80,8.4," Puzzle Action ",E,Nintendo
Boxing Fever,76,0," Sports Traditional Boxing ",E,Majesco Games
Braid,90,8.6," Action Platformer 2D Platformer 2D ",E10+,MumboJumbo Number None Inc.
Brain Age 2 More Training in Minutes a Day,77,7.1," Miscellaneous Edutainment Edutainment ",E,Nintendo
Brain Age Train Your Brain in Minutes a Day,77,7.8," Miscellaneous Edutainment Edutainment ",E,Nintendo
Brandish The Dark Revenant,78,8.3," Role-Playing Action RPG ",T,XSEED Games
Brave Fencer Musashi,81,8.1," Role-Playing Action RPG ",E,Square EA
Brave Story New Traveler,76,7.4," Role-Playing General General Japanese-Style ",E10+,XSEED Games
Bravely Default,85,8.4," Console-style RPG Role-Playing Console-style RPG Japanese-Style ",T,Nintendo
Bravely Second End Layer,81,7.7," Role-Playing Japanese-Style ",T,Square Enix Nintendo
Breath of Fire,79,7.5," Role-Playing Console-style RPG ",E,Capcom
Breath of Fire Dragon Quarter,78,6.6," Role-Playing Console-style RPG ",T,Capcom
Breath of Fire II,81,8," Role-Playing Console-style RPG ",E,Capcom
Breath of Fire IV,83,8.9," Role-Playing Console-style RPG ",T,Capcom
BROFORCE,83,8," Platformer 2D Action Platformer 2D ",NOT PROVIDED,Devolver Digital
Broken Age,81,7.3," Third-Person 3D Adventure Point-and-Click ",E10+,Double Fine Productions
Broken Age Act 1,82,7.8," General Adventure General 3D Point-and-Click Third-Person Fantasy ",NOT PROVIDED,Double Fine Productions
Broken Sword 5 The Serpents Curse,77,7.2," Adventure General ",T,Revolution Software Deep Silver
Broken Sword Shadow of the Templars The Directors Cut,78,7.9," Adventure General General Point-and-Click ",T,Ubisoft
Broken Sword The Shadow of the Templars,80,8.3," Adventure General ",T,Bam Entertainment
Broken Sword The Sleeping Dragon,77,8.3," Adventure Modern Third-Person ",T,The Adventure Company
Brothers A Tale of Two Sons,81,8.2," Action Adventure Linear ",T,505 Games
Brothers in Arms Earned in Blood,84,7.4," Action Shooter First-Person Historic Shooter Historic Arcade ",M,Ubisoft
Brothers in Arms Hells Highway,76,8.3," Action Shooter First-Person Historic Shooter Historic Arcade ",M,Ubisoft
Brothers in Arms Road to Hill 30,82,7.6," Action Shooter First-Person Historic ",M,Ubisoft
Brutal Legend,80,7.9," Action General Action Adventure Fantasy General Fantasy ",M,Double Fine Productions
Brute Force,77,7.7," Action Shooter Third-Person Sci-Fi ",M,Microsoft Game Studios
Bubble Bobble Plus,76,5.7," Action Platformer 2D Platformer 2D ",E,Square Enix
Buffy the Vampire Slayer,79,8.2," Action Beat-'Em-Up ",T,Electronic Arts
Buffy the Vampire Slayer Chaos Bleeds,75,8.4," Action Beat-'Em-Up ",T,Sierra Entertainment
Bulb Boy,75,7.6," Adventure Point-and-Click ",T,Bulbware
Bulletstorm,82,7.7," Action General Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,Electronic Arts
Bulletstorm Full Clip Edition,82,7.1," Action Shooter First-Person Arcade ",M,Epic Games Gearbox Software Gearbox Publishing
Bully,87,9.1," Action Adventure Modern ",T,Rockstar Games
Bully Scholarship Edition,80,8.3," Action Adventure Modern Modern ",T,Rockstar Games
Burn Zombie Burn,76,7.7," Action Shooter Third-Person Fantasy Fantasy Shooter Arcade ",M,Pinnacle
Burnout,78,7.8," Driving Racing Arcade ",E,Acclaim
Burnout 2 Point of Impact,86,8.1," Driving Racing Arcade ",E,Acclaim
Burnout 3 Takedown,94,7.3," Driving Racing Arcade ",T,EA Games
Burnout Dominator,76,7.6," Driving Racing Arcade ",E10+,Electronic Arts
Burnout Legends,86,8.5," Driving Racing Arcade Arcade Automobile ",E10+,EA Games
Burnout Paradise,88,6.9," Driving Racing Arcade Arcade Automobile ",E10+,Electronic Arts
Burnout Paradise The Ultimate Box,87,7.5," Driving Racing Arcade Arcade Automobile ",E10+,Electronic Arts
Burnout Revenge,90,8.8," Driving Racing Arcade ",E10+,Electronic Arts
Bushido Blade,83,8.1," Action Fighting 3D ",T,SCEA
BustAMove 4,79,8.5," Miscellaneous Puzzle Matching ",E,Acclaim
BustAMove DS,75,7.3," Miscellaneous Puzzle Matching Puzzle Puzzle Matching ",E,Majesco Games Majesco
BustAMove Live,78,0," Miscellaneous Puzzle Matching Puzzle Matching ",E,Taito Corporation
Buzz Quiz TV,80,7.1," Miscellaneous Trivia / Game Show Trivia / Game Show ",T,SCEA
Buzz Quiz World,80,8.2," Miscellaneous Trivia / Game Show Trivia / Game Show ",T,SCEA
Buzz The Hollywood Quiz,77,8.4," Miscellaneous Trivia / Game Show ",T,SCEA
BYEBYE BOXBOY,83,7.6," Puzzle Action ",E,Nintendo
Call of Cthulhu Dark Corners of the Earth,76,7.6," Action Adventure Horror Horror Survival ",M,2K Games
Call of Duty,91,8.5," Action Shooter First-Person Historic Third-Person Tactical Shooter Historic Arcade ",T,Activision
Call of Duty 2,86,8.4," Action Shooter First-Person Historic Shooter Historic Arcade ",T,Activision
Call of Duty 2 Big Red One,76,7.9," Action Shooter First-Person Historic ",T,Activision
Call of Duty 3,80,6.8," Action Shooter First-Person Historic Shooter Historic Arcade ",T,Activision
Call of Duty 4 Modern Warfare,94,8.4," Action Shooter First-Person Modern Shooter Modern Arcade ",M,Activision
Call of Duty Advanced Warfare,78,4.6," Action Shooter First-Person Modern Arcade ",M,Activision
Call of Duty Advanced Warfare  Ascendance,75,6.8," Action Shooter First-Person Arcade ",M,Activision
Call of Duty Advanced Warfare  Reckoning,75,5.8," Action Shooter First-Person Arcade ",NOT PROVIDED,Activision
Call of Duty Black Ops,80,5.8," Action Shooter Shooter First-Person Historic Historic Arcade ",M,Activision
Call of Duty Black Ops  Annihilation,78,5," Action Shooter Shooter First-Person Tactical Historic Arcade Historic ",M,Activision
Call of Duty Black Ops  Escalation,79,5.2," Action Shooter Shooter First-Person Historic Historic Arcade ",M,Activision
Call of Duty Black Ops  First Strike,78,6.4," Action Shooter Shooter First-Person Modern Historic Arcade ",M,Activision
Call of Duty Black Ops II,81,6.9," Action Shooter First-Person Historic Shooter Modern Arcade ",M,Activision
Call of Duty Black Ops II  Revolution,75,5.1," Action Shooter First-Person Historic Shooter Modern Arcade ",M,Activision
Call of Duty Black Ops II  Uprising,76,5.1," Action Shooter First-Person Historic Shooter Modern Arcade ",M,Activision
Call of Duty Black Ops III,81,4.7," Action Shooter First-Person Arcade ",M,Activision
Call of Duty Black Ops III  Eclipse,74,3.8," Action Shooter First-Person Arcade ",NOT PROVIDED,Activision
Call of Duty Black Ops III  Zombies Chronicles,78,5.6," Action Shooter First-Person Arcade ",M,Activision
Call of Duty Classic,78,7.6," Action Shooter First-Person Historic Third-Person Tactical Shooter Historic Arcade ",T,Activision
Call of Duty Finest Hour,76,7.7," Action Shooter First-Person Historic ",T,Activision
Call of Duty Ghosts,78,4.2," Action Shooter Shooter First-Person Modern Modern Arcade ",M,Activision
Call of Duty Infinite Warfare,78,3.4," Action Shooter First-Person Tactical ",M,Activision
Call of Duty Infinite Warfare  Sabotage,76,1.9," Action Shooter First-Person Tactical ",NOT PROVIDED,Activision
Call of Duty Modern Warfare  Reflex Edition,76,8.2," Action Shooter First-Person Modern Shooter Modern Arcade ",M,Activision
Call of Duty Modern Warfare 2,86,4.2," Action Shooter First-Person Modern Shooter Modern Arcade ",M,Activision
Call of Duty Modern Warfare 3,78,2.7," Action Shooter First-Person Modern Shooter Modern Arcade ",M,Activision
Call of Duty Modern Warfare Remastered,83,6.9," Arcade Action Shooter First-Person Tactical ",M,Activision
Call of Duty United Offensive,87,8.2," Action Shooter First-Person Historic Third-Person Tactical Shooter Historic Arcade ",T,Activision
Call of Duty World at War,83,7.5," Action Shooter First-Person Historic Shooter Historic Arcade ",M,Activision Activision Blizzard
Call of Duty WWII,80,4.4," Action Shooter First-Person Arcade ",M,Activision
Call of Juarez Bound in Blood,78,8," Action Shooter First-Person Historic Shooter Historic Arcade ",M,Ubisoft
Call of Juarez Gunslinger,76,8.2," Action Shooter Shooter First-Person Historic Historic Arcade ",M,Ubisoft
Calling All Cars,74,7.1," Simulation Driving Car Combat Car Combat Combat Vehicle ",E,SCEA
Candle,80,7.7," Action Platformer Platformer 2D 2D ",RP,"Daedalic Entertainment Teku Studios "
Candleman,79,6.6," Action Platformer 3D ",E10+,E-Home Entertainment
Capcom Classics Collection,78,8.4," Miscellaneous Compilation ",T,Capcom
Capcom Classics Collection Volume 2,74,7.8," Miscellaneous Compilation ",T,Capcom
Capcom vs SNK,80,9.1," Action Fighting 2D ",T,Capcom
Capcom vs SNK 2 EO,80,8.7," Action Fighting 2D ",T,Capcom
Capcom vs SNK 2 Mark of the Millennium 2001,81,7.9," Action Fighting 2D ",T,Capcom
Capitalism II,82,8.8," Strategy Tycoon Management Tycoon Business / Tycoon ",E,Ubisoft
CAPSIZED,80,7.2," Action Platformer 2D Platformer 2D ",NOT PROVIDED,Alientrap
Captain Toad Treasure Tracker,81,8.6," Action Platformer 3D ",E,Nintendo
Car Battler Joe,77,0," Role-Playing Console-style RPG ",E,Natsume
Carcassonne,79,8.4," Miscellaneous Board Games Board Games Board / Card Game ",E,Sierra Online
Card Hunter 2013,83,7.9," Strategy General ",NOT PROVIDED,Blue Manchu
Cart Life,79,5.9," Simulation General General ",NOT PROVIDED,Richard Hofmeier
Castle Crashers,82,8.8," Action Beat-'Em-Up 2D Beat-'Em-Up ",T,The Behemoth
Castle Crashers Remastered,83,7.1," Action Beat-'Em-Up 2D ",T,The Behemoth
Castle In The Darkness,76,7.5," Action Platformer 2D ",NOT PROVIDED,Nicalis
CastleStorm,79,7.4," Strategy General General ",T,Zen Studios
CastleStorm Definitive Edition,74,6.2," Strategy General ",T,Zen Studios
Castlevania,78,6.6," Action Platformer 3D ",T,Konami
Castlevania Aria of Sorrow,91,8.9," Action Platformer 2D ",T,Konami
Castlevania Circle of the Moon,91,8.4," Action Platformer 2D ",T,Konami
Castlevania Dawn of Sorrow,89,8.4," Action Role-Playing Platformer 2D Platformer 2D Action RPG ",T,Konami
Castlevania Harmony of Dissonance,87,7.9," Action Platformer 2D ",T,Konami
Castlevania Lament of Innocence,79,8.4," Action Adventure Horror ",M,Konami
Castlevania Lords of Shadow,83,7.8," Action Adventure Fantasy General Fantasy ",M,Konami
Castlevania Lords of Shadow Ultimate Edition,81,7.4," Action Adventure Fantasy General Fantasy ",M,Konami
Castlevania Order of Ecclesia,85,8.4," Action Role-Playing Platformer 2D Platformer 2D Action RPG ",T,Konami
Castlevania Portrait of Ruin,85,8.2," Action Role-Playing Platformer 2D Platformer 2D Action RPG ",T,Konami
Castlevania Symphony of the Night,89,8.6," Action Role-Playing Platformer 2D Platformer 2D Action RPG ",T,Konami
Castlevania The Adventure ReBirth,78,8.9," Action Platformer 2D Platformer 2D ",T,Konami
